"OTU" "p_value" "BH_FDR" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"X3bdb8d682b88cc8add85870d5febb099" 1.46009652999787e-33 1.46009652999787e-33 NA NA NA NA NA NA NA
"X91077db768fa18f2748d52d90312afc1" 1.60105905927558e-33 1.60105905927558e-33 NA NA NA NA NA NA NA
"X4b9246aac06b01ea270212aef41ae196" 1.61753292524112e-33 1.61753292524112e-33 NA NA NA NA NA NA NA
"X0e38279e3a3f4f691bc854f269c0583a" 1.63417514374994e-33 1.63417514374994e-33 NA NA NA NA NA NA NA
"X67a4add71ec193cc09d51ecfcc02e5b0" 1.68512908595855e-33 1.68512908595855e-33 NA NA NA NA NA NA NA
"f451d509abd5e1185a536b2173a970fe" 1.86664546669227e-33 1.86664546669227e-33 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" "Massilia_timonae"
"ed15d1ba3cc3f61bc7d75d7a8df7f0cb" 2.06756830375989e-33 2.06756830375989e-33 "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter" "Luteolibacter_arcticus"
"X848ac7aa5c21c29ac4fa0abc679e5633" 2.26668876759102e-33 2.26668876759102e-33 NA NA NA NA NA NA NA
"X58fce0df49bba9c373f2b6fb47dca203" 2.38542424063503e-33 2.38542424063503e-33 NA NA NA NA NA NA NA
"X9634771347d8b0dc4fd2f6cb855ca3b4" 2.5103351332554e-33 2.5103351332554e-33 NA NA NA NA NA NA NA
"X73307603193156b476f254128b3a7079" 2.86633967397769e-33 2.86633967397769e-33 NA NA NA NA NA NA NA
"ab3e76da0e1b7164a76d5460e28326bd" 2.89571601474577e-33 2.89571601474577e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_difficilis"
"X22f6160910dd9ba0a4fe2916e773b630" 2.89571601474577e-33 2.89571601474577e-33 NA NA NA NA NA NA NA
"X8431aa2019ac80afbd1028edee33b55c" 2.95536873762471e-33 2.95536873762471e-33 NA NA NA NA NA NA NA
"dd3511656d83caef48cc6da3fe433d93" 3.40853147903959e-33 3.40853147903959e-33 "Bacteria" "Planctomycetes" "Planctomycetia" "Pirellulales" "Thermoguttaceae" "Thermostilla" "Thermostilla_marina"
"X26b1ff4989122080ef5d17c0d6a5208b" 3.62327536510317e-33 3.62327536510317e-33 NA NA NA NA NA NA NA
"X242dbd8f0fa115ec2b61945277776114" 3.66034994317023e-33 3.66034994317023e-33 NA NA NA NA NA NA NA
"X5fd525e85f28b805060fb96c8cf03a03" 3.81245397268407e-33 3.81245397268407e-33 NA NA NA NA NA NA NA
"X0ae02d973e7383d6a76d5c7f73f8dfb7" 3.89084358142077e-33 3.89084358142077e-33 NA NA NA NA NA NA NA
"X2c5cb574a40ed0ef8acff9b47d0c1ae4" 4.17802649770236e-33 4.17802649770236e-33 NA NA NA NA NA NA NA
"cb8fee832e5bf723b1aa47821e5affcc" 4.44087406082545e-33 4.44087406082545e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" "Caulobacter_daechungensis"
"c33c2d4f46a4dc138024c3a2c1f0c953" 4.44087406082545e-33 4.44087406082545e-33 "Bacteria" "Chloroflexi" "Thermomicrobia" "Sphaerobacterales" "Sphaerobacteraceae" "Nitrolancea" "Nitrolancea_hollandica"
"X694dfb51396e3f93ee40a76c567e3676" 4.57839179624812e-33 4.57839179624812e-33 NA NA NA NA NA NA NA
"X749f5f978d18f6dc2947865f7dc4a016" 4.81704817778132e-33 4.81704817778132e-33 NA NA NA NA NA NA NA
"be35dc3cc8a65038e27a031796be63aa" 5.01683599178746e-33 5.01683599178746e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Alsobacteraceae" "Alsobacter" "Alsobacter_metallidurans"
"X422739a8f4bf6423a10e2208841292aa" 5.17205782551146e-33 5.17205782551146e-33 NA NA NA NA NA NA NA
"ec203299515fd15b7314ec4ea47432fa" 5.38646332385131e-33 5.38646332385131e-33 "Bacteria" "Actinobacteria" "Actinomycetia" "Propionibacteriales" "Nocardioidaceae" "Nocardioides" "Nocardioides_ganghwensis"
"X38bfc6596e93cfa394b667ec2e83ec5a" 5.44142972873463e-33 5.44142972873463e-33 NA NA NA NA NA NA NA
"ce1a18285da3cacd77297922b0320142" 5.6669219738886e-33 5.6669219738886e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Kaistiaceae" "Bauldia" "Bauldia_consociata"
"X71d41a11e36d3de251dd90083f746156" 5.72473013956062e-33 5.72473013956062e-33 NA NA NA NA NA NA NA
"d9b6d8afe40210d0d7da77f013b73b38" 5.72473013956062e-33 5.72473013956062e-33 "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10" "bacterium_3-5_YC-ZSS-LKJ-3024"
"e1a8e1895416bf09a58e2827ba8df35e" 6.1461187008006e-33 6.1461187008006e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" "drinking_water"
"X8f72f0d598b73850fd5157c7bf1d176b" 6.1461187008006e-33 6.1461187008006e-33 NA NA NA NA NA NA NA
"eb50d36e50e9761ac02986c7f65bd6b5" 6.1461187008006e-33 6.1461187008006e-33 "Bacteria" "Actinobacteria" "Actinomycetia" "Micromonosporales" "Micromonosporaceae" "Micromonospora" "Micromonospora_siamensis"
"eb465b18c19542bc639f086e56071a37" 6.20878010464102e-33 6.20878010464102e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Azospirillaceae" "Azospirillum" "Azospirillum_soli"
"a884456c335c9d8b5bbf8a4038fa452a" 6.40059644834808e-33 6.40059644834808e-33 "Bacteria" "Actinobacteria" "Actinomycetia" "Micrococcales" "Microbacteriaceae" "Microbacterium" "Microbacterium_saccharophilum"
"X3ccdc185b2093a4695f8f982914486b2" 6.46583407962227e-33 6.46583407962227e-33 NA NA NA NA NA NA NA
"a4a11b01e8ecf100788bbe7d64e39ab1" 7.22852260564851e-33 7.22852260564851e-33 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus" "Paenibacillus_pinisoli"
"X5c20e0dcae4d526a2a0684efe1f0e5a0" 7.37649587805613e-33 7.37649587805613e-33 NA NA NA NA NA NA NA
"X3e9405453c894c77a54c2cf6de9513e4" 7.37649587805613e-33 7.37649587805613e-33 NA NA NA NA NA NA NA
"X65bae437dc7400a75f5cd86354deb775" 7.45160670490466e-33 7.45160670490466e-33 NA NA NA NA NA NA NA
"X9fe43a10f41ead9ab0b8e716cec4460b" 7.60411449171388e-33 7.60411449171388e-33 NA NA NA NA NA NA NA
"dce283a0e7ccb7ec2e4c08708dd05efe" 7.75972167331498e-33 7.75972167331498e-33 "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Hymenobacteraceae" "Adhaeribacter" "Adhaeribacter_aerophilus"
"X1e6137564b0ed5d208afb1598a81d968" 7.75972167331498e-33 7.75972167331498e-33 NA NA NA NA NA NA NA
"X18f17a93cf829fcec1a017dbc19ae292" 7.91849078725406e-33 7.91849078725406e-33 NA NA NA NA NA NA NA
"X4491ca2538034a34b4ecab07f5a31f24" 7.99908095366725e-33 7.99908095366725e-33 NA NA NA NA NA NA NA
"X93e48a6c31cb78ad1be3ead7a4a28363" 7.99908095366725e-33 7.99908095366725e-33 NA NA NA NA NA NA NA
"e1cbe747067a90c2397b30beb984e4d3" 8.08048562369019e-33 8.08048562369019e-33 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Bellilinea" "Bellilinea_caldifistulae"
"cae3b9943cbe741e2946c25d1e2fcb26" 8.24577125029818e-33 8.24577125029818e-33 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Magnetococcales" "Magnetococcaceae" "Magnetofaba" "Magnetofaba_australis"
"X158c573769e4e72a10bbe0996a30c3d5" 8.50001547006043e-33 8.50001547006043e-33 NA NA NA NA NA NA NA
"X67c05136db7647f0cc4ab0e895b73338" 8.58648168516779e-33 8.58648168516779e-33 NA NA NA NA NA NA NA
"X62d7328dd03f445921e0b539f4fb633c" 8.94116916112099e-33 8.94116916112099e-33 NA NA NA NA NA NA NA
"X93a78482e3a8a6016850de6198bafe46" 8.94116916112099e-33 8.94116916112099e-33 NA NA NA NA NA NA NA
"X931fd14ba0480ee1037b3b81ab6e9bcc" 9.12393127261563e-33 9.12393127261563e-33 NA NA NA NA NA NA NA
"e80daff2d09b50145166cc37935962b8" 9.21669874682077e-33 9.21669874682077e-33 "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophales" "Syntrophaceae" "Desulfomonile" "Desulfomonile_tiedjei"
"X152a7f62cd2fece8c1d04fa08872c344" 9.31040286580252e-33 9.31040286580252e-33 NA NA NA NA NA NA NA
"fc5d59fd7fc232067f7c764c4422eab9" 9.50065869072596e-33 9.50065869072596e-33 "Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_wolffii"
"d7b6b1fd679eae4857294a324e8f2cf8" 9.79330506534938e-33 9.79330506534938e-33 "Bacteria" "Chloroflexi" "Anaerolineae" "SBR1031" "SBR1031" "SBR1031" "anaerobic_digester"
"fa236c8382fa90e4b5ad205e943a81ab" 9.79330506534938e-33 9.79330506534938e-33 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "anaerobic_digester"
"X3b11d448bb323852fd7ab5c4740e773d" 9.89282954189539e-33 9.89282954189539e-33 NA NA NA NA NA NA NA
"e54564a0ef03eb4ace2063d0e8136535" 1.03010722699271e-32 1.03010722699271e-32 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Xanthobacteraceae" NA "alpha_proteobacterium"
"f2dbe2ba1450b642cbfa015c38df58c3" 1.03010722699271e-32 1.03010722699271e-32 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Roseomonas" "Roseomonas_lacus"
"ae234222985bef271f34ac675f16ba8f" 1.04057202308363e-32 1.04057202308363e-32 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Acidovorax" "Acidovorax_radicis"
"X954d8395357e9e90455a3b5125e15d36" 1.04057202308363e-32 1.04057202308363e-32 NA NA NA NA NA NA NA
"cfdda8eeda78528e3e223a15186b4739" 1.05114238893114e-32 1.05114238893114e-32 "Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Peptostreptococcaceae" "Peptostreptococcus" "Peptostreptococcus_canis"
"X52390595a3b436dd00c6cb78624de42d" 1.05114238893114e-32 1.05114238893114e-32 NA NA NA NA NA NA NA
"X1b690dc5c256dd293525434062d1d43d" 1.09450085650505e-32 1.09450085650505e-32 NA NA NA NA NA NA NA
"X2edb529e8ca574d45252a069b05e51cf" 1.1281810637862e-32 1.1281810637862e-32 NA NA NA NA NA NA NA
"X50982069434de4c368e45e44c5259241" 1.13963495099549e-32 1.13963495099549e-32 NA NA NA NA NA NA NA
"ba11f4fa91c066aa72672c69c8ef1699" 1.15120431204831e-32 1.15120431204831e-32 "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Pyrinomonas" "Pyrinomonas_methylaliphatogenes"
"ed9f56b4edff0fb0358fb8ad4b977f0e" 1.16289030280979e-32 1.16289030280979e-32 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Sterolibacteriaceae" "Georgfuchsia" "Georgfuchsia_toluolica"
"X53fb82493fa8e5f7e2801ffb55fddb52" 1.16289030280979e-32 1.16289030280979e-32 NA NA NA NA NA NA NA
"X32d0aadd1379f7710bba0c92e9e72bf4" 1.16289030280979e-32 1.16289030280979e-32 NA NA NA NA NA NA NA
"X70e3369f7f2a7cb141e611db617fa756" 1.17469409063075e-32 1.17469409063075e-32 NA NA NA NA NA NA NA
"X4d4ab247afe92f57a5679a0f317bddfa" 1.17469409063075e-32 1.17469409063075e-32 NA NA NA NA NA NA NA
"X485fcab559b3bc76a27177bd71d910e8" 1.18661685446096e-32 1.18661685446096e-32 NA NA NA NA NA NA NA
"b1182e83564f9fbee0eabcab97af0f94" 1.18661685446096e-32 1.18661685446096e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Isosphaerales" "Isosphaeraceae" "Tautonia" "Tautonia_sociabilis"
"X5a8de59d60f20c8653a2bf8bdf9913b1" 1.19865978496356e-32 1.19865978496356e-32 NA NA NA NA NA NA NA
"d9533b9f15e53a284a41bd1912b4f94b" 1.21082408463054e-32 1.21082408463054e-32 "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Fulvivirgaceae" "Chryseolinea" "Chryseolinea_serpens"
"X8a8b2c39909042e576dd2afbe33ce4bd" 1.23552166127092e-32 1.23552166127092e-32 NA NA NA NA NA NA NA
"X2325b9c3debe8b9f56b6be553f9c9b1a" 1.23552166127092e-32 1.23552166127092e-32 NA NA NA NA NA NA NA
"d0d8f65e7ef88e7abb4461b5b5f7430f" 1.24805740342813e-32 1.24805740342813e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Pirellulales" "Pirellulaceae" "Blastopirellula" "Blastopirellula_cremea"
"X15252da8ec8b052817faf6ce1f37d546" 1.24805740342813e-32 1.24805740342813e-32 NA NA NA NA NA NA NA
"ebb2a75ba2b9d402c61883b0120cbee3" 1.26071944535637e-32 1.26071944535637e-32 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Planifilum" "Planifilum_composti"
"X00f276d77c9cd57607ca4049aeba3784" 1.27350905046455e-32 1.27350905046455e-32 NA NA NA NA NA NA NA
"X8761f883bb503999f565413fdd9c566e" 1.27350905046455e-32 1.27350905046455e-32 NA NA NA NA NA NA NA
"X3afd2189c6f3a02a640d8e1ee6ce702f" 1.27350905046455e-32 1.27350905046455e-32 NA NA NA NA NA NA NA
"X6df444788cfa4b815b80360beff7c288" 1.28642749470765e-32 1.28642749470765e-32 NA NA NA NA NA NA NA
"X14193e16a707a0d290a4f08c52910e0f" 1.28642749470765e-32 1.28642749470765e-32 NA NA NA NA NA NA NA
"bbcb0745fbab33a693aed32f2d502ed2" 1.29947606671037e-32 1.29947606671037e-32 "Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Eubacteriaceae" "Eubacterium" "Eubacterium_aggregans"
"b51ee40d85e6dccdc918a309f71d7542" 1.29947606671037e-32 1.29947606671037e-32 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Rhodovibrionaceae" "Fodinicurvata" "Fodinicurvata_halophila"
"X1177b429dbd91b1e500214d35070b734" 1.29947606671037e-32 1.29947606671037e-32 NA NA NA NA NA NA NA
"X928a9d35eb707acf7b5bc0fb05881bd9" 1.29947606671037e-32 1.29947606671037e-32 NA NA NA NA NA NA NA
"X3e2140988ce51325f490f19109061d72" 1.29947606671037e-32 1.29947606671037e-32 NA NA NA NA NA NA NA
"X5155edcca46e8ee1ff3eae8321680afa" 1.29947606671037e-32 1.29947606671037e-32 NA NA NA NA NA NA NA
"e2d64d77d65ca67dbaed5379ce6238bd" 1.29947606671037e-32 1.29947606671037e-32 "Bacteria" "Firmicutes" "D8A-2" "D8A-2" "D8A-2" "D8A-2" "anaerobic_digester"
"X72cccf658dfeb196aefd5cbe81acab2f" 1.29947606671037e-32 1.29947606671037e-32 NA NA NA NA NA NA NA
"c5c94dc41298d6d788d7049ed0a48984" 1.312656067892e-32 1.312656067892e-32 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_soli"
"X4ef2967100e215c3409780ddf57eb260" 1.312656067892e-32 1.312656067892e-32 NA NA NA NA NA NA NA
"X5764b8fc482a870432811d660f814e33" 1.312656067892e-32 1.312656067892e-32 NA NA NA NA NA NA NA
"dddf9710cdca199a4c5e767a71763b15" 1.33941562819971e-32 1.33941562819971e-32 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "anaerobic_digester"
"X156171cb72b53cef47f768ebe88e7c16" 1.35299785527824e-32 1.35299785527824e-32 NA NA NA NA NA NA NA
"X468cbb8f5ead689714b8d8e6a63dcc7b" 1.36671684769891e-32 1.36671684769891e-32 NA NA NA NA NA NA NA
"X6516a77cf2e3840a522c8095c2a374c4" 1.36671684769891e-32 1.36671684769891e-32 NA NA NA NA NA NA NA
"X072bb964726537181bdec4a921f93f4a" 1.36671684769891e-32 1.36671684769891e-32 NA NA NA NA NA NA NA
"d6248e6cd61434ed76da3a39100f04b6" 1.36671684769891e-32 1.36671684769891e-32 "Bacteria" "Cyanobacteria" NA "Chroococcales" "Geminocystaceae" "Geminocystis_PCC-6308" "Chroococcales_cyanobacterium"
"X3238194ccbb4e26761cfcac02546e4ac" 1.39457061136999e-32 1.39457061136999e-32 NA NA NA NA NA NA NA
"a01d2ff19a62097b82e887348197d8e5" 1.39457061136999e-32 1.39457061136999e-32 "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "Sandaracinus" "delta_proteobacterium"
"c769458845b9f3a24216ac1f6c21e713" 1.39457061136999e-32 1.39457061136999e-32 "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobia_subdivision_3" "Pedosphaera" "Pedosphaera_parvula"
"X45688e2c036b951b64dc952a2c479164" 1.39457061136999e-32 1.39457061136999e-32 NA NA NA NA NA NA NA
"X9ee93191efe765c2e373dbe5ad238f80" 1.40870815808031e-32 1.40870815808031e-32 NA NA NA NA NA NA NA
"X67aa77be73bdc675f0f0ea00d4e30758" 1.40870815808031e-32 1.40870815808031e-32 NA NA NA NA NA NA NA
"X697f53a066f187200986ea08929cbe01" 1.40870815808031e-32 1.40870815808031e-32 NA NA NA NA NA NA NA
"X1a79251b18a6df469ddccad2167f6bd8" 1.40870815808031e-32 1.40870815808031e-32 NA NA NA NA NA NA NA
"d254d83f5dca7b51858db10212780970" 1.40870815808031e-32 1.40870815808031e-32 "Bacteria" "Gemmatimonadetes" "Longimicrobia" "Longimicrobiales" "Longimicrobiaceae" "Longimicrobium" "Longimicrobium_terrae"
"de3c69a281152d99ed686a9617042ba4" 1.40870815808031e-32 1.40870815808031e-32 "Bacteria" "Actinobacteria" "Rubrobacteria" "Rubrobacterales" "Baekduiaceae" "Baekduia" "Baekduia_soli"
"X8c741d3cece2b1f756d2084a31ee5ae4" 1.40870815808031e-32 1.40870815808031e-32 NA NA NA NA NA NA NA
"e67e6fac735dc411462d827897a2ee62" 1.40870815808031e-32 1.40870815808031e-32 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Bellilinea" "Bellilinea_caldifistulae"
"ff2314ceebac0a03d600eec70aa5daae" 1.42298802132126e-32 1.42298802132126e-32 "Bacteria" "Firmicutes" "Clostridia" "Eubacteriales" "Clostridiaceae" "Marinisporobacter" "Marinisporobacter_balticus"
"X381010e20ba52f7532b2f0799dafe9f4" 1.42298802132126e-32 1.42298802132126e-32 NA NA NA NA NA NA NA
"b39ad8e5f9ba8734fdc82c7a51879779" 1.42298802132126e-32 1.42298802132126e-32 "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis" "Phaselicystis_flava"
"c36699c66600d41097540c4a19e3786f" 1.42298802132126e-32 1.42298802132126e-32 "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Pyrinomonadaceae" "Brevitalea" "Brevitalea_deliciosa"
"d2fe9440c1b93b1804d4d5a284056931" 1.42298802132126e-32 1.42298802132126e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctopirus" "Planctopirus_hydrillae"
"X2c67b3d2f9e3628277e62fa11fbdf5f2" 1.42298802132126e-32 1.42298802132126e-32 NA NA NA NA NA NA NA
"f6913a98f9655bf3e90f3f26f9c0a8f0" 1.42298802132126e-32 1.42298802132126e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Streptosporangiales" "Streptosporangiaceae" "Nonomuraea" "Nonomuraea_asiatica"
"X1c7a2ca1ac48521334c88d15e7e71292" 1.43741162348791e-32 1.43741162348791e-32 NA NA NA NA NA NA NA
"X775127dba084d7fe8445003ed636172e" 1.43741162348791e-32 1.43741162348791e-32 NA NA NA NA NA NA NA
"X53cd30d78d94dc60080593cd344f5294" 1.43741162348791e-32 1.43741162348791e-32 NA NA NA NA NA NA NA
"a145fd8eba641af153a449fadb7814bd" 1.43741162348791e-32 1.43741162348791e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Pseudonocardiales" "Pseudonocardiaceae" "Saccharothrix" "Saccharothrix_xinjiangensis"
"e489d240a85bff7913a18b248c3929b3" 1.43741162348791e-32 1.43741162348791e-32 "Bacteria" "Chloroflexi" "Anaerolineae" "SBR1031" "SBR1031" "SBR1031" "anaerobic_digester"
"X83a4174f4d532ca4c72aa80883dd8f45" 1.45198040108764e-32 1.45198040108764e-32 NA NA NA NA NA NA NA
"cd51661b4a382e06e1370254b30cc2f5" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella" "Aquicella_siphonis"
"d695d9a248b1e2a812d63467667e00fb" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobia_subdivision_3" NA "bacterium_Ellin517"
"f584d4c4e91b2a25824687b80484ac54" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Gemmatales" "Gemmataceae" "Gemmata" "Gemmata_massiliana"
"X56e141bf77b411f6f59bbf51d1f84998" 1.45198040108764e-32 1.45198040108764e-32 NA NA NA NA NA NA NA
"e929f75ba8b329ad88b4571c7858f50d" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Corynebacteriales" "Nocardiaceae" "Nocardia" "Nocardia_abscessus"
"ed2d802025f342eb204b1e1666d28f4b" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Jatrophihabitantales" "Jatrophihabitantaceae" "Jatrophihabitans" "Jatrophihabitans_soli"
"X281e4fe9fecd7ef19aa079e915cb055a" 1.45198040108764e-32 1.45198040108764e-32 NA NA NA NA NA NA NA
"d48e804b8ecaa4d97680faa13d5c7c9a" 1.45198040108764e-32 1.45198040108764e-32 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae" "Hazenella" "Hazenella_coriacea"
"X9d4c270c3221c55bce1bfe3ad0517abb" 1.46669580487929e-32 1.46669580487929e-32 NA NA NA NA NA NA NA
"X26094ad6f174cedc3123f2af857d67ad" 1.46669580487929e-32 1.46669580487929e-32 NA NA NA NA NA NA NA
"e9354750bebfdb959587249f21fabfc6" 1.46669580487929e-32 1.46669580487929e-32 "Bacteria" "Spirochaetes" "Spirochaetia" "Leptospirales" "Leptospiraceae" "Leptospira" "Leptospira_idonii"
"f986301e941d73d75fcbb23b480e22a4" 1.46669580487929e-32 1.46669580487929e-32 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Paraburkholderia" "Paraburkholderia_humisilvae"
"e4f78cfc9ad2c2b1e2f46b42faea1f58" 1.46669580487929e-32 1.46669580487929e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Gemmatales" "Gemmataceae" "Fimbriiglobus" "Fimbriiglobus_ruber"
"e4520f1376f416a0043b9ca084532dbd" 1.46669580487929e-32 1.46669580487929e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Pirellulales" "Lacipirellulaceae" "Lacipirellula" "Lacipirellula_parvula"
"X20ddf1aaa79af88a72890abb12f24dc6" 1.46669580487929e-32 1.46669580487929e-32 NA NA NA NA NA NA NA
"d785b1443cebe530942c562d0ea8fe43" 1.46669580487929e-32 1.46669580487929e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Micrococcales" "Micrococcaceae" "Arthrobacter" "Arthrobacter_subterraneus"
"X87d5fe2006b99525d9a1529b96ed2552" 1.46669580487929e-32 1.46669580487929e-32 NA NA NA NA NA NA NA
"fec01f1cd1afef5799213e415605b44b" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Abditibacteriota" "Abditibacteria" "Abditibacteriales" "Abitibacteriaceae" "Abditibacterium" "Abditibacterium_utsteinense"
"X65c0b8b4e47d6a3ba2f1580cd8053af1" 1.48155930001339e-32 1.48155930001339e-32 NA NA NA NA NA NA NA
"c66875d61fd185d1a6868024c32c0976" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomicrobium" "Planctomicrobium_piriforme"
"e984c969f5d036ac9ce2c265c39b49b7" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Actinobacteria" "Actinomycetia" "Nakamurellales" "Nakamurellaceae" "Nakamurella" "Nakamurella_silvestris"
"a977b319bd7c70ca34bcd3c88c9fb818" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Ornatilinea" "Ornatilinea_apprima"
"d1414bc29f0b01854d5dbdaac5c11d65" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Caldalkalibacillus" "Caldalkalibacillus_thermarum"
"ccb4f3c8167c9b2d7251cd806a664ee8" 1.48155930001339e-32 1.48155930001339e-32 "Bacteria" "Chloroflexi" "Dehalococcoidia" "SAR202_clade" "SAR202_clade" "SAR202_clade" "hydrothermal_vent"
"b246fb9c8b54dfd196be92d5f4590df1" 1.49657236617392e-32 1.49657236617392e-32 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Calditerricola" "Calditerricola_yamamurae"
"X4862de8364ab9af038836519ec20b84c" 1.49657236617392e-32 1.49657236617392e-32 NA NA NA NA NA NA NA
"fc8a546d8cfc2658df070dc48be21c15" 1.49657236617392e-32 1.49657236617392e-32 "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Weeksellaceae" "Kaistella" "Kaistella_haifensis"
"X651a967bd447613296a828da528894e9" 1.49657236617392e-32 1.49657236617392e-32 NA NA NA NA NA NA NA
"e6f942210a8fcf6a943a00f1493b5618" 1.49657236617392e-32 1.49657236617392e-32 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctopirus" "Planctopirus_hydrillae"
"X31189654fa58ecbecbde82ea6d2ca3f2" 1.49657236617392e-32 1.49657236617392e-32 NA NA NA NA NA NA NA
"e3d1a1a0c6010c2cbc75d85e50d85fbe" 1.49657236617392e-32 1.49657236617392e-32 "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Roseisolibacter" "Roseisolibacter_agri"
"X6743cdbd0060cccf1fb2f3624749c821" 1.49657236617392e-32 1.49657236617392e-32 NA NA NA NA NA NA NA
"X20b171872dbf4fe402b2b817dac34bdf" 1.49657236617392e-32 1.49657236617392e-32 NA NA NA NA NA NA NA
